1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
1.000	0.000
0.999	0.001
0.998	0.002
1.000	0.000
1.000	0.000
0.998	0.002
0.542	0.458
0.541	0.459
0.534	0.466
0.532	0.468
0.531	0.469
0.537	0.463
0.527	0.473
0.527	0.473
0.440	0.560
0.434	0.566
0.433	0.567
0.602	0.398
0.579	0.421
0.522	0.478
0.516	0.484
0.467	0.533
0.450	0.550
0.418	0.582
0.417	0.583
0.414	0.586
0.414	0.586
0.411	0.589
0.409	0.591
0.405	0.595
0.260	0.740
0.254	0.746
0.109	0.891
0.070	0.930
0.069	0.931
0.067	0.933
0.040	0.960
0.038	0.962
0.003	0.997
0.000	1.000
0.001	0.999
0.000	1.000
0.002	0.998
0.000	1.000
0.000	1.000
0.000	1.000
0.035	0.965
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.046	0.954
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.001	0.999
0.000	1.000
0.001	0.999
0.000	1.000
0.031	0.969
0.001	0.999
0.012	0.988
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.015	0.985
0.000	1.000
0.020	0.980
0.000	1.000
0.015	0.985
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.013	0.987
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.012	0.988
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.007	0.993
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
0.000	1.000
