54.19244719	45.80755281	0
53.89121339	46.10878661	0
53.2776873	46.7223127	0
53.19981584	46.80018416	0
53.13757039	46.84231698	0.020112631
53.08900524	46.91099476	0
53.08270677	46.87432868	0.042964554
52.50809061	47.49190939	0
43.71435656	56.260848	0.024795438
42.83406416	57.16593584	0
42.21245082	57.78754918	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	100	0
0	99.96146435	0.038535645
0.019485581	99.94154326	0.038971161
0.037921881	99.9051953	0.056882821
0.023062731	99.56180812	0.415129151
0	99.54038083	0.459619173
0	99.4615212	0.538478797
0	99.34560327	0.654396728
0	99.31827035	0.681729646
0	99.30795848	0.692041522
0	99.30037313	0.699626866
0	99.29906542	0.700934579
0.019271536	99.26768163	0.71304683
0	99.23061348	0.769386515
0.076775432	99.21305182	0.710172745
0.076496462	99.17766303	0.745840505
0.019700552	99.05437352	0.925925926
0	98.55637924	1.443620757
0	98.46596357	1.534036433
0	98.44200808	1.557991922
0.039912193	98.20395131	1.7561365
0	98.16403911	1.835960886
0	97.4595843	2.540415704
0	96.75146771	3.24853229
0	96.11316113	3.886838868
0	95.88752869	4.112471308
0.019864919	95.13309495	4.847040127
0.076819666	94.69944306	5.223737277
0.020325203	93.1097561	6.869918699
0	93.03719008	6.962809917
0	92.97927982	7.020720177
0	88.8232899	11.1767101
0.022456771	54.50258253	45.4749607
0	54.18808588	45.81191412
0.021857923	53.3989071	46.57923497
0.023758612	52.69660252	47.27963887
0	52.13149523	47.86850477
0.020751193	51.94023656	48.03901224
0	51.00958597	48.99041403
0	47.26027397	52.73972603
0.020738283	46.9722107	53.00705102
49.38840987	0.020052136	50.591538
49.64566929	0.019685039	50.33464567
